patent_id,patent_abstract,patent_title,claim_text,cpc_subclass,generated_abstract
11213358,"Devices, systems, methods, and computer-readable media for registering an electromagnetic registration of a luminal network to a 3D model of the luminal network include accessing a 3D model of a luminal network based on computed tomographic (CT) images of the luminal network, selecting a plurality of reference points within the 3D model of the luminal network, obtaining a plurality of survey points within the luminal network, dividing the 3D model of the luminal network and the luminal network into a plurality of regions, assigning a plurality of weights to the plurality of regions, determining an alignment of the plurality of reference points with the plurality of survey points based on the plurality of weights, and generating a registration based on the alignment, the registration enabling conversion of the plurality of survey points within the luminal network to points within the 3D model of the luminal network.",Multi-rigid registration of magnetic navigation to a computed tomography volume,"A system for updating a 3D model of a luminal network, the system comprising: a computing device including a processor and a memory storing instructions which, when executed by the processor, cause the computing device to: access a 3D model of a luminal network inside a patient based on images of the luminal network; select a plurality of reference points within the 3D model of the luminal network; obtain a plurality of survey points within the luminal network; divide the 3D model of the luminal network into different regions of a lung; assign a plurality of weights to the different regions of the lung; determine an alignment of the plurality of reference points with the plurality of survey points based on the plurality of weights; and generate a registration based on the alignment.",A61B,"  The present invention relates to a system for updating a three-dimensional (3D) model of a luminal network inside a patient based on images of the luminal network. The system includes a computing device with a processor and memory, which stores instructions that, when executed by the processor, enable the following steps:
1. Accessing a 3D model of a luminal network inside a patient based on images of the luminal network;
2. Selecting a plurality of reference points within the 3D model of the luminal network;
3. Obtaining a plurality of survey points within the luminal network;
4. Dividing the 3D model of the luminal network into different regions of a lung;
5. Assigning a plurality of weights to the different regions of the lung;
6. Determining an alignment of the plurality of reference points with the plurality of survey points based on the plurality of weights; and
7. Generating a registration based on the alignment. The system provides a more accurate and efficient way of updating 3D models of luminal networks, which can be used in various medical applications such as diagnosis, treatment planning, and monitoring of lung diseases."
11213359,"Various robotic surgical systems are provided. A robotic surgical system comprises a robotic tool, a control system, and a control module. The control system comprises a control console configured to receive a first user input, and also comprises a control unit in signal communication with the control console and the robotic tool. The control module is configured to receive a second user input, and is in signal communication with the control system.",Controllers for robot-assisted surgical platforms,"A robotic surgical system, comprising: a robotic tool; a control system, comprising: a control console configured to receive a first user input; and a control unit in signal communication with said control console and said robotic tool; and a control module configured to receive a second user input, wherein said control module is in signal communication with said control system, wherein said control module comprises a mobile handheld device, and wherein said control system is configured to control said robotic tool based on said first user input and said second user input.",A61B,"  The present invention relates to a robotic surgical system, which comprises a robotic tool, a control system, and a control module. The control system includes a control console and a control unit in signal communication with the control console and the robotic tool. The control module is a mobile handheld device and is in signal communication with the control system. The control system controls the robotic tool based on both the first user input received at the control console and the second user input received through the control module. This design allows for more flexible and precise control of the robotic tool during surgical procedures."
11213360,"Devices, systems, and methods for providing commanded movement of an end effector of a manipulator while providing a desired movement of one or more joints of the manipulator. Methods include augmenting a Jacobian so that joint movements calculated from the Jacobian perform one or more auxiliary tasks and/or desired joint movements concurrent with commanded end effector movement, the one or more auxiliary tasks and/or desired joint movements extending into a null-space. The auxiliary tasks and desired joint movements include inhibiting movement of one or more joints, inhibiting collisions between adjacent manipulators or between a manipulator and a patient surface, commanded reconfiguration of one or more joints, or various other tasks or combinations thereof. Such joint movements may be provided using joint velocities calculated from the pseudo-inverse solution of the: augmented Jacobian. Various configurations for systems utilizing such methods are provided herein.",Systems and methods for utilizing augmented jacobian to control manipulator joint movement,"A robotic method for a system comprising: a manipulator, the manipulator including: a movable distal end effector, a proximal portion coupled to a base, and a plurality of joints between the end effector and the base, the plurality of joints having sufficient degrees of freedom to allow a range of differing joint states for a given end effector state, the method comprising: receiving a manipulation command to move the end effector with a desired end effector movement; augmenting a Jacobian of the manipulator according to one or more auxiliary functions or desired movements of the manipulator, wherein the one or more auxiliary functions or desired movements comprise collision avoidance between a feature of the manipulator and a patient surface, and wherein augmenting the Jacobian according to the collision avoidance comprises: determining a relative position between the feature of the manipulator and the patient surface, and determining an avoidance vector of one or more joints of the plurality of joints that corresponds to maintaining sufficient clearance between the feature of the manipulator and the patient surface; calculating joint movements of the plurality of joints to effect the desired end effector movement by calculating joint velocities using the augmented Jacobian; and driving the plurality of joints according to the calculated joint movements so as to effect the desired end effector movement concurrently with the one or more auxiliary functions or desired movements of the manipulator.",A61B,"  The present patent claim relates to a robotic method for a system comprising a manipulator, which includes a movable distal end effector, a proximal portion coupled to a base, and multiple joints between the end effector and the base. The plurality of joints provide sufficient degrees of freedom to allow for a range of differing joint states for a given end effector state. The method involves receiving a manipulation command to move the end effector with a desired end effector movement, augmenting a Jacobian of the manipulator according to one or more auxiliary functions or desired movements of the manipulator, and calculating joint movements of the plurality of joints to effect the desired end effector movement by calculating joint velocities using the augmented Jacobian. The method also involves driving the plurality of joints according to the calculated joint movements so as to effect the desired end effector movement concurrently with the one or more auxiliary functions or desired movements of the manipulator, while maintaining sufficient clearance between a feature of the manipulator and a patient surface through collision avoidance."
11213361,"A surgical system is disclosed including a surgical tool, a motor operably coupled to the surgical tool, and a control circuit coupled to the motor. The control circuit is configured to receive an instrument motion control signal indicative of a user input, cause the motor to move the surgical tool in response to the instrument motion control signal, receive an input signal indicative of a distance between the surgical tool and tissue, and scale the movement of the surgical tool to the user input in accordance with the input signal.",Robotic surgical systems with mechanisms for scaling surgical tool motion according to tissue proximity,"A surgical system, comprising: a surgical tool comprising: an optical waveform emitter configured to emit an array of electromagnetic radiation; and a waveform sensor configured to detect an effect of emitted electromagnetic radiation and generate a signal associated with the effect; a motor operably coupled to the surgical tool; and a control circuit coupled to the surgical tool and the motor, wherein the control circuit is configured to: receive an instrument motion control signal indicative of a user input; cause the motor to move the surgical tool in response to the instrument motion control signal; determine a distance between the surgical tool and tissue by: causing the optical waveform emitter to emit electromagnetic radiation; receiving the signal from the waveform sensor; calculating a time-of-flight of the emitted electromagnetic radiation reflected by the tissue; and determining the distance between the surgical tool and the tissue based, at least in part, on the calculated time-of-flight; and scale a movement of the surgical tool to the user input based, at least in part, on the determined distance.",A61B,"  The present patent describes a surgical system that includes a surgical tool with an optical waveform emitter and a waveform sensor, as well as a motor and a control circuit. The control circuit receives an instrument motion control signal from the user and uses it to move the surgical tool. The distance between the surgical tool and tissue is determined by causing the optical waveform emitter to emit electromagnetic radiation, receiving the signal from the waveform sensor, calculating the time-of-flight of the emitted electromagnetic radiation reflected by the tissue, and determining the distance based on the calculated time-of-flight. The movement of the surgical tool is then scaled based on the determined distance to provide precise control during surgical procedures."
11213362,"An assembly for driving linear movement and roll movement of an elongate surgical tool, comprising: an elongate shaft comprising a central lumen extending along the shaft long axis; the elongate shaft comprising a plurality of apertures extending across walls of the elongate shaft and into the central lumen; a set of wheels positioned opposing each other and aligned on two sides of the central lumen, the set of wheels at least partially extending through the apertures beyond the walls of the elongate shaft and into the central lumen to contact an elongate surgical tool received therein; the set of wheels being coupled to the elongate shaft and configured to rotate with the elongate shaft as a single unit when the elongate shaft is rotated about the shaft long axis.",Device for automatically inserting and manipulating a medical tool into and within a bodily lumen,"An assembly for driving linear movement and roll movement of an elongate surgical tool, comprising: an elongate shaft comprising a central lumen extending along the shaft long axis; said elongate shaft comprising a plurality of apertures extending across walls of said elongate shaft and into said central lumen; a set of wheels positioned opposing each other and aligned on two sides of said central lumen, said set of wheels at least partially extending through said apertures beyond said walls of said elongate shaft and into said central lumen to contact an elongate surgical tool received therein; said set of wheels being coupled to said elongate shaft and configured to rotate with said elongate shaft as a single unit when said elongate shaft is rotated about the shaft long axis; and a first motor positioned and configured to rotate said elongate shaft along with said set of wheels about said shaft long axis.",A61B,"  The present invention relates to an assembly for driving linear and roll movement of a surgical tool during medical procedures. The assembly includes an elongated shaft with a central lumen, multiple apertures along its length, and a set of wheels positioned opposite each other and aligned on either side of the central lumen. The wheels extend through the apertures and into the central lumen, allowing them to rotate with the shaft as a single unit when the shaft is rotated about its longitudinal axis. A first motor is also provided to rotate the shaft and the wheels together. This assembly enables smooth and precise movement of the surgical tool during procedures, improving the accuracy and effectiveness of the procedure."
11213363,This disclosure covers various concepts to use for obtaining measurement of tension in catheter pullwires to improve controllability of a robotic surgical system.,Catheter tension sensing,"A robotic surgical system, comprising: an elongate member comprising a pull wire disposed therein; an input device configured to receive a user input; an instrument driver operatively coupled to the elongate member, the instrument driver comprising a motor and a torque sensor configured to generate torque data indicative of a strain imparted on the instrument driver; and a control system operatively coupled to the input device and the instrument driver, wherein the elongate member is controllable by the instrument driver based on a command generated by the control system in response to the user input and the torque data.",A61B,"  The present patent claim relates to a robotic surgical system, which comprises an elongate member with a pull wire, an input device for receiving user inputs, an instrument driver connected to the elongate member and featuring a motor and a torque sensor, and a control system operatively linked to the input device and the instrument driver. The elongate member can be controlled by the instrument driver based on commands generated by the control system in response to both user inputs and torque data generated by the torque sensor. This innovative design enables precise and efficient surgical procedures, improving patient outcomes and reducing recovery time."
11213364,"A image guided motion scaled surgical robotic system (160) employs a surgical robotic arm (168) and an image guided motion scaled surgical controller (162). In operation, responsive to an input signal indicative of a user defined motion of the surgical robotic arm (168) within an anatomical region, the image guided motion scaled surgical controller (162) controls an actuated motion of the surgical robotic arm (168) within the anatomical region based on a map (164) of a motion scale delineated within an imaging of the anatomical region.",Image guided motion scaling for robot control,"An image guided motion scaled surgical robotic system, comprising: a surgical robotic arm; and an image guided motion scaled robot controller in communication with the surgical robotic arm, the image guided motion scaled robot controller structurally configured, responsive to an input signal indicative of a user defined motion of the surgical robotic arm within an anatomical region, to control an actuated motion of the surgical robotic arm within the anatomical region based on a map of a motion scale delineated within an imaging of the anatomical region.",A61B,"  The present invention relates to an image guided motion scaled surgical robotic system, which comprises a surgical robotic arm and an image guided motion scaled robot controller in communication with the surgical robotic arm. The image guided motion scaled robot controller is structured to control an actuated motion of the surgical robotic arm within an anatomical region based on a map of a motion scale delineated within an imaging of the anatomical region, responsive to an input signal indicative of a user defined motion of the surgical robotic arm within the anatomical region. This system enables precise and controlled movement of the surgical robotic arm during surgical procedures, allowing for more accurate and efficient operations."
11213365,"An arthrocentesis kit and method for using the kit including a procedure tray having all the necessary contents in one tray to reliably perform an arthrocentesis procedure and deliver the fluid samples to a laboratory for analysis, allowing the physician to order delivery of the tray and perform the procedure at the bedside of the patient by using the tray to simultaneously collect and send the synovial fluid collected to a laboratory for all diagnostic testing, thus enhancing the reliability of proper diagnosis thereby allowing crucial orthopedic surgeons, rheumatologists, internists, emergency room physicians and family practitioners to minimize mistakes caused by delays and mistakes attributable to not having all the arthrocentesis kit tools together and readily available for bedside or emergency room treatment. The instant invention also allows a physician to dispose safely excess fluid in the reservoir, which takes advantage of the fact that bodily fluids quickly solidify into waste fluid for controlled disposal.",Arthrocentesis kit device,"An arthrocentesis kit for performing an arthrocentesis procedure that aspirates synovial fluid from a person's joint, delivering collected synovial fluid to a laboratory for analysis and receiving laboratory results, said kit comprising: a tray, said tray having a plurality of tray receptacles; said tray receptacles including an excess fluid tray receptacle for placing excess synovial fluid aspirated from a person; a gauze pad, storable in said excess tray; a plurality of collection tubes for holding the synovial fluid aspirated from the person's joint, said tubes including a first collection tube having a first removable cap having a first color, a second collection tube having a second removable cap having a second color and a third collection tube having a third removable cap having a third color; said first color, said second color and said third color comprising different colors wherein each of said colors indicates a medical analysis or test to be performed on the synovial fluid in said collection tubes corresponding to said cap, said first collection tube including a chelating agent for testing for microscopy, mucin clot analysis and cell count, said second tube including Lithium heparin for testing for glucose, total protein, Lactate Dehydrogenase, uric acid, rheumatoid factor and complacent C3 and C4; at least one needle having a predetermined length adapted for aspirating the synovial fluid from the person's joint; at least one syringe adapted for connecting to said needle for aspirating the synovial fluid from the person's joint and placing in one of said collection tubes; said tray receptacles including at least one contoured collection tube tray receptacle for each of said collection tubes for isolating said collection tubes; each said collection tube tray receptacles including indentations for facilitating unobstructed grasping of said collection tubes; at least one iodine swabstick including iodine; at least one alcohol pad including alcohol; at least one absorption sponge, adapted for placement in said excess fluid tray receptacle, for absorbing and holding excess synovial fluid that remains in said syringe after the synovial fluid is placed in said collections tubes and to be discarded so as to prevent spillage, said sponge being expandable when absorbing the excess synovial fluid so as to at least partially fill said excess fluid tray receptacle, said sponge becoming a semi-solid gel when absorbing the excess synovial fluid; at least one mailing canister for transporting said collection tubes to the laboratory, said canister being devoid of an anticoagulant; said tray receptacles comprising at least one receptacle for holding said syringe, said receptacle for said syringe having a shape similar to said syringe, and a synovial fluid reservoir for holding said absorption sponge; a biohazard specimen bag for holding and transporting said canister, said biohazard specimen bag being devoid of an anticoagulant, said synovial fluid in said collection tubes not being temperature sensitive or pressure sensitive; and a fluid requisition form comprising colors corresponding to said first color, said second color and said third color of said collection tube caps; indicia on said form corresponding to each of said colors that identify the tests that need to be performed on the aspirated synovial fluid in each of said collection tubes having said cap color corresponding to one of said fluid requisition form colors for facilitating a prevention of a mistake.",A61B,"  An arthrocentesis kit is described for performing an arthrocentesis procedure that aspirates synovial fluid from a person's joint, delivers collected synovial fluid to a laboratory for analysis, and receives laboratory results. The kit includes a tray with multiple receptacles, each containing different collection tubes for holding the aspirated synovial fluid. The tubes are color-coded to indicate the medical analysis or test to be performed on the synovial fluid in each tube. The kit also includes a needle for aspirating the synovial fluid, a syringe for collecting the fluid, an iodine swabstick, an alcohol pad, and an absorption sponge for holding excess synovial fluid. The collection tubes are stored in a contoured receptacle, and the kit includes a mailing canister for transporting the tubes to the laboratory. A biohazard specimen bag is provided for safe transportation of the collected tubes, and a fluid requisition form is included with colors corresponding to the caps on the collection tubes to prevent mistakes."
11213366,There is provided a medical support device for holding and positioning a needle. This device is particularly useful for positioning needles in a less invasive puncture treatment. This device comprises two rotational elements and at least one needle guide attached to a rotational element and. The needle guide guides the direction of insertion of a needle-like instrument and includes a guide portion that guides a needle or other needle-like instrument where the puncture point of the needle in a first position is different from the puncture point when the needle guide guides the needle in a second position.,Medical support device,"A medical support device, comprising: a first element having a first rotation axis and a first rotational degree of freedom; a second element having a second rotation axis, the second element is attached to the first element wherein the second rotation axis intersects with the first rotation axis; a needle guide that is attachable to the second element having a first guide portion that guides a first needle-like instrument through a first puncture starting point and a second guide portion that guides a second needle-like instrument through a second puncture starting point which is different from the first puncture starting point, an angle calculation unit configured to determine possible angles of the first element and the second element on the basis of specified target positions and the arrangement of first element and the second element and the needle guide; and an interference analysis unit configured to determine, with respect to the specified different target positions, insertion directions of the first needle-like instrument and second needle-like instrument, without interference between the first needle-like instrument and second needle-like instrument.",A61B,"  The present invention relates to a medical support device for guiding multiple needles through different puncture points without interference. The device comprises a first element with a rotation axis and a first rotational degree of freedom, a second element attached to the first element with a rotation axis that intersects with the first rotation axis, a needle guide attachable to the second element with two guide portions for guiding different needles through distinct puncture points. The device also includes an angle calculation unit that determines possible angles of the first and second elements based on specified target positions and their arrangement, and an interference analysis unit that determines insertion directions of the needles without interference between them. This invention provides a safe and efficient way to perform medical procedures involving multiple needle punctures."
11213367,An apparatus includes a first guide and a second guide. The first guide includes an arcuate horizontal body portion. A rear surface of the horizontal body portion is configured to closely mate with a front-facing bone structure of an alveolar arch of a patient. The second guide includes a body and a coupling member. The body defines a passageway that is configured to receive a bone reducing instrument. The coupling member is configured to mate with the horizontal body portion of the first guide. The body and the coupling member are configured to position the passageway along a second horizontal plane that is parallel with the first horizontal plane. The coupling member is configured to enable the second guide to move relative to the first guide along the second horizontal plane and thereby guide the bone reducing instrument along the second horizontal plane.,Dental bone foundation guide with bur instrument guide features,"An apparatus comprising: (a) a first guide comprising a horizontal body portion, wherein the horizontal body portion has an arcuate configuration, wherein the horizontal body portion includes: (i) a first horizontal surface, wherein the first horizontal surface is flat and defines a first horizontal plane, (ii) a front surface, (iii) a rear surface, wherein the rear surface is configured to closely mate with a front-facing bone structure of an alveolar arch of a patient, and (iv) a second horizontal surface, wherein the front and rear surfaces extend between the first and second horizontal surfaces; and (b) a second guide comprising: a body defining a passageway, wherein the passageway is configured to receive a bone reducing instrument, and (ii) a coupling member vertically offset relative to the passageway of the body, wherein the coupling member is configured to mate with the horizontal body portion of the first guide to thereby restrict vertical movement of the second guide relative to the first guide while allowing the second guide to translate along a path defined by the horizontal body, wherein the body and the coupling member are configured to position the passageway along a second horizontal plane that is parallel with the first horizontal plane, wherein the coupling member is configured to enable the second guide to move relative to the first guide along the second horizontal plane and thereby guide the bone reducing instrument along the second horizontal plane.",A61B,"  The present invention relates to an apparatus for guiding a bone reducing instrument during surgical procedures. The apparatus comprises a first guide with a horizontal body portion that has an arcuate configuration and includes four surfaces: a flat first horizontal surface, a front surface, a rear surface, and a second horizontal surface. The rear surface is designed to mate closely with a front-facing bone structure of an alveolar arch of a patient, while the front and rear surfaces extend between the first and second horizontal surfaces. A second guide is also provided, which includes a body defining a passageway and a coupling member vertically offset relative to the passageway of the body. The coupling member is designed to mate with the horizontal body portion of the first guide and restrict vertical movement of the second guide while allowing it to translate along a path defined by the horizontal body. The body and coupling member are configured to position the passageway along a second horizontal plane that is parallel with the first horizontal plane, enabling the second guide to move relative to the first guide along the second horizontal plane and guide the bone reducing instrument along the second horizontal plane."
11213378,"Techniques for mesh augmentation and prevention of incisional hernia, including systems and methods for affixing mesh to a fascial incision. A mesh strip can be integrated with one or more uni-directional fasteners. Each fastener can include an anchoring mechanism adapted for affixation to anterior abdominal wall fascia and a mating interface. An applicator can include tension arms adapted to interface with the mating interfaces of the fasteners to maintain a vertical tension of the mesh strip and a handle coupled with the tension arms adapted to spread the tension arms and thereby control a horizontal tension of the mesh strip. The mesh strip can be configured to be aligned over a fascial incision using the applicator and affixed under tension to anterior abdominal wall fascia by tissue penetration of the anchoring mechanisms of the one or more fasteners.",Systems and methods for mesh augmentation and prevention of incisional hernia,"A method for positioning and onlay affixation of a pretensioned reinforcing material to abdominal wall fascia to reinforce and augment a fascial incision closure, comprising: aligning the reinforcing material over the fascial incision using an applicator; tensioning the reinforcing material by using the applicator to increase a distance between opposing sides of the reinforcing material from a first distance to a second distance, wherein the tensioned reinforcing material is in a planar condition when the opposing sides are at the second distance; and mechanically anchoring the reinforcing material under tension to an anterior abdominal wall fascia.",A61B,"  The present invention relates to a method for positioning and onlay affixation of a pretensioned reinforcing material to abdominal wall fascia to reinforce and augment a fascial incision closure. The method involves aligning the reinforcing material over the fascial incision using an applicator, tensioning the reinforcing material by increasing the distance between opposing sides of the material from a first distance to a second distance, and mechanically anchoring the reinforcing material under tension to an anterior abdominal wall fascia. This approach allows for improved stability and support of the incision site, reducing the risk of complications such as dehiscence or hernia. The method is simple to perform and can be used in a variety of settings, including hospitals and clinics."
11213380,"A suture to be used in producing a medical instrument provided with a sutured site such as a stent graft, an artificial blood vessel or an artificial heart valve, has two components, i.e., a high melting-point component and a low-melting point component, the difference between the melting points of components being 30° C. or more and the low-melting point component is exposed on the suture surface entirely along the length direction. When a medical material formed of a fabric or a film is sutured or knotted with the suture and then the suture site is heated at such a temperature not allowing the high-melting point component but the low-melting point component alone to melt, the sutured site is fused and fixed. Thus, a knot or a seam, which sustains the fiber shape and strength and never becomes loose, can be formed.",Stent graft and method for making same,"A method of making a stent graft, the method comprising: providing a fabric made of polyester fiber; providing a NiTi-based alloy wire; providing a thermally shrinkable suture comprising a high-melting point component and a low-melting point component, wherein a difference of melting points between the high-melting point component and the low-melting point component is 30° C. or more and the low-melting point component is exposed on a surface of the suture along a whole length thereof, wherein a thermal shrinkage ratio of the thermally shrinkable suture is 5% or more; suturing the fabric made of polyester fiber to the NiTi-based alloy wire with the suture at a sutured site; fusion heating the sutured site at a temperature that melts the low-melting point component but does not melt the high-melting point component; and thermally shrinking the suture.",A61B,"  The present invention relates to a method of making a stent graft, which involves providing a fabric made of polyester fibers, a NiTi-based alloy wire, and a thermally shrinkable suture comprising a high-melting point component and a low-melting point component. The suture is sutured to the fabric at a sutured site, and then the sutured site is fusion heated at a temperature that melts the low-melting point component but does not melt the high-melting point component. Finally, the suture is thermally shrunk to secure the stent graft in place. The method provides for a secure and durable connection between the fabric and the NiTi-based alloy wire, and the thermal shrinkage process helps to prevent any potential leakage or migration of the stent graft."
11213385,"Methods for the conditioning of bioprosthetic material employ bovine pericardial membrane. A laser directed at the fibrous surface of the membrane and moved relative thereto reduces the thickness of the membrane to a specific uniform thickness and smoothes the surface. The wavelength, power and pulse rate of the laser are selected which will smooth the fibrous surface as well as ablate the surface to the appropriate thickness. Alternatively, a dermatome is used to remove a layer of material from the fibrous surface of the membrane. Thinning may also employ compression. Stepwise compression with cross-linking to stabilize the membrane is used to avoid damaging the membrane through inelastic compression. Rather, the membrane is bound in the elastic compressed state through addition cross-linking. The foregoing several thinning techniques may be employed together to achieve strong thin membranes.",Methods of conditioning sheet bioprosthetic tissue,"A method for preparing a bioprosthetic tissue membrane material, comprising: subjecting a collagenous tissue membrane to a glycerin-based treatment solution; and removing at least a portion of material from a surface of the collagenous tissue membrane by ablating the collagenous tissue membrane with a laser, the surface of the collagenous tissue membrane having a smoothness; wherein the removing increases the smoothness of the surface of the collagenous tissue membrane.",A61B,"  The present invention relates to a method for preparing a bioprosthetic tissue membrane material, which involves subjecting a collagenous tissue membrane to a glycerin-based treatment solution and removing at least a portion of the material from the surface of the collagenous tissue membrane by ablating it with a laser. The removal process enhances the smoothness of the surface of the collagenous tissue membrane, making it more suitable for various biomedical applications."
11213387,"A heart valve stent having a section with a heart valve implant and several proximally disposed tissue anchors, also comprising a plurality of anchoring threats, each with a proximate end fastened to the stent or valve and a distal end attached to tissue within a heart chamber to provide tension between the heart chamber tissue and the stent.",Truncated cone heart valve stent,"A prosthetic mitral valve comprising: a self-expanding stent having a proximal atrial section and a distal body section; a prosthetic valve assembly disposed within the body section of the stent; and a cloth member positioned on an exterior surface of the atrial section of the stent; wherein the atrial section of the stent includes a first tissue anchor connected to, and flaring radially outward from, a first end of the body section, the first tissue anchor including a plurality of circumferentially arranged expandable stent cells adapted to anchor to a first tissue area on an atrial side of a native mitral valve annulus; wherein the body section of the stent includes a plurality of second tissue anchors extending therefrom adapted to anchor to a second tissue area disposed distally to the first tissue area; and wherein the cloth member on the atrial section of the stent is adapted to directly contact surrounding heart structure to provide a seal between the atrial section of the stent and the surrounding heart structure.",A61B,"  The present invention relates to a prosthetic mitral valve comprising a self-expanding stent with a proximal atrial section and a distal body section, a prosthetic valve assembly disposed within the body section of the stent, and a cloth member positioned on an exterior surface of the atrial section of the stent. The atrial section of the stent includes a first tissue anchor connected to, and flaring radially outward from, a first end of the body section, which includes a plurality of circumferentially arranged expandable stent cells adapted to anchor to a first tissue area on an atrial side of a native mitral valve annulus. The body section of the stent includes a plurality of second tissue anchors extending therefrom adapted to anchor to a second tissue area disposed distally to the first tissue area. The cloth member on the atrial section of the stent is adapted to directly contact surrounding heart structure to provide a seal between the atrial section of the stent and the surrounding heart structure."
11213389,"A cassette is disclosed for use in a prosthetic suturing device. The cassette has a base. The base has a pair of pivots, a pair of alignment tabs, and at least one retention latch. The cassette also has a cover coupled to the base. The cover has at least one retention latch. The cover also defines one or more ferrule holders. The cassette further has one or more needles guided by the base and the cover. A surgical suturing device is also disclosed for use with a cassette. The suturing device has a cassette receiver and one or more needle drivers, each needle driver having a needle receiver positioned within the cassette receiver.",Prosthetic suturing device and methods thereof,"A prosthetic suturing device configured to cooperatively engage a suture having a first and a second suture adapter, the prosthetic suturing device comprising: a guide tip having a guide tip proximal portion and a spaced guide tip distal portion, the guide tip proximal portion and guide tip distal portion defining a cuff receiving area therebetween, and the guide tip distal portion comprising first and second apertures configured to receive a corresponding one of the first and the second suture adapters, wherein each of the first and second apertures is configured to hold one of the first and the second suture adapters and preclude passage of the one of the first and the second suture adapter from a distal end of the guide tip distal portion, wherein the guide tip distal portion includes a first suture removal passage connected to the first aperture and extending from the cuff receiving area to a distal end of the guide tip distal portion and a second suture removal passage connected to the second aperture and extending from the cuff receiving area to the distal end of the guide tip distal portion, and wherein the guide tip proximal portion is free of the first suture removal passage and the second suture removal passage; first and second needles, each needle having an end configured to engage a corresponding one of the first and the second suture adapter; at least one set of needle guides configured to guide the first and second needles through the cuff receiving area, wherein the at least one set of needle guides comprises a needle guide tube having at least one spiral-like needle track defined therein; and a grip pointing in a direction substantially orthogonal to the cuff receiving area.",A61B,"  The present invention relates to a prosthetic suturing device designed to cooperatively engage a suture having two adapters. The device comprises a guide tip with a cuff receiving area and first and second apertures to hold the adapters, as well as first and second needles for securing the suture. The device also includes at least one set of needle guides to guide the needles through the cuff receiving area, and a grip pointing in a direction substantially orthogonal to the cuff receiving area. The prosthetic suturing device provides a secure and efficient means for securing a suture in place, making it ideal for use in various medical applications."
11213392,"Among other things, there are disclosed embodiments of belts or bands that can be used in treatments for tricuspid valve regurgitation. In some embodiments, such belts may be heat-set in a particular configuration to effectively decrease tricuspid annulus when deployed around the atrioventricular groove. Embodiments include one or more tensioning sutures for applying cinching or tightening to belts when deployed, and structure for effectively distributing force during such tightening.",Belt for applying pressure to a bodily organ,"A belt for placement along the atrioventricular groove of the heart, comprising: a mesh tube having a first open end, a second open end and a lumen passing through the tube from the first open end to the second open end along a longitudinal axis of the tube, the tube configured longitudinally in a loop so as to be placed around the heart and along the atrioventricular groove; a first suture portion within the tube, the first suture portion fixed to the tube at a first location adjacent the first open end and extending through the lumen toward the second open end, the first suture portion connected to the tube within the lumen by a first plurality of holding elements so that the first suture portion is longitudinally movable through the first plurality of holding elements with respect to the tube; a second suture portion within the tube and spaced from the first suture portion, the second suture portion fixed to the tube at a second location adjacent the first open end and extending through the lumen toward the second open end, the second location spaced from the first location, the second suture portion connected to the tube within the lumen by a second plurality of holding elements so that the second suture portion is longitudinally movable through the second plurality of holding elements with respect to the tube; wherein pulling the first and second suture portions moves the first and second suture portions through the first plurality of holding elements and the second plurality of holding elements, respectively, and cinches the tube to reduce an area of the loop so that the tube compress longitudinally in at least selected locations along the tube.",A61B,"  The present invention relates to a belt for placement along the atrioventricular groove of the heart, comprising a mesh tube with a lumen passing through it and first and second suture portions fixed to the tube within the lumen. The first suture portion is connected to the tube by a first plurality of holding elements, while the second suture portion is connected to the tube by a second plurality of holding elements. Pulling on the first and second suture portions causes the tube to compress longitudinally in selected locations along its length, reducing the area of the loop and providing a secure fit around the heart. This invention provides a novel and effective way to compress the atrioventricular groove of the heart, which can help to improve cardiac function and reduce the risk of complications associated with heart failure."
