patent_id,patent_abstract,patent_title,claim_text,cpc_subclass,generated_abstract
11213238,"The various embodiments of the present invention disclose a stand-alone, scalable cardiac health monitoring device for 1-6-12 lead ECG data acquisition and a method of working thereof. The method of monitoring cardiac health condition of a patient comprises of receiving, by a cardiac monitoring device, an electrocardiograph (ECG) input data signals from at least two electrodes attached to the patient, performing, a quality check on acquiring the ECG input data signals, processing the acquired ECG input data signals, encrypting the processed ECG input data signals and transmitting the encrypted ECG signals to one or more external user devices over a wireless communication interface. The acquiring the ECG input data signals comprises of integrating a closed loop Right Leg Drive (RLD) as a shield drive and a cable/electrode shield to reduce noise coupling to the ECG input data signals.",Cardiac health monitoring device and a method thereof,"1. A method of monitoring cardiac health condition of a patient, the method comprising steps of: receiving, by a cardiac monitoring device, an electrocardiograph (ECG) input data signals from at least two electrodes attached to the patient, wherein the at least two electrodes is one of a finger electrode, a clamp electrode and a standard 12 lead electrode; performing, by the cardiac monitoring device, a quality check on acquiring the ECG input data signals, wherein performing the quality check on acquiring the ECG input data signals based on a lead check comprises of: determining whether electrode-skin contact is established or not by checking Peak to Peak QRS magnitude and T-wave amplitude by comparing the QRS magnitude and T-wave amplitude to a first threshold value, and determining area inscribed by QRS complexes to determine placement of leads by comparing the determined area to a second threshold value; processing, by the cardiac monitoring device, the acquired ECG input data signals; encrypting the processed ECG input data signals; and transmitting the encrypted ECG signals to one or more external user devices over a wireless communication interface; wherein acquiring the ECG input data signals comprises of: integrating a closed loop Right Leg Drive (RLD) as a shield drive and a cable/electrode shield to reduce noise coupling to the ECG input data signals, thereby increasing a Signal to Noise Ratio (SNR) of the acquired ECG input data signals.",A61B,"**Abstract**

This invention relates to a method of monitoring cardiac health condition of a patient. The method includes receiving electrocardiograph (ECG) input data signals from at least two electrodes attached to the patient, performing a quality check on the acquired ECG input data signals, processing the acquired ECG input data signals, encrypting the processed ECG input data signals, and transmitting the encrypted ECG signals to one or more external user devices over a wireless communication interface. The method also includes integrating a closed loop Right Leg Drive (RLD) as a shield drive and a cable/electrode shield to reduce noise coupling to the ECG input data signals, thereby increasing a Signal to Noise Ratio (SNR) of the acquired ECG input data signals."
11213239,"A portable multi-lead electrocardiogram device includes a holding case, a signal processing module and three metal contacts. The signal processing module is located in the holding case. The metal contacts are located on an exterior surface of the holding case and are electrically connected to the signal processing module. The metal contacts are respectively a body contact, a left hand contact and a right hand contact. The device can measure the electrical activities of the heart beat from two different directions, which greatly improves detecting capability. Professional 12-lead electrocardiogram can also be performed by multiple times of measuring. This portable device allows patients with history of myocardial infarction to perform electrocardiogram test timely when feeling ill and to seek medical attention early.",Portable multi-lead electrocardiogram device with inclined left and right hand contacts,1. A portable multi-lead electrocardiogram device comprising: a holding case; a signal processing module located in the holding case; three metal contacts located on an exterior surface of the holding case and electrically connected to the signal processing module; the three metal contacts respectively being a body contact; a left hand contact for contacting a finger or a palm of a left hand; the left hand contact having a left hand contact plane; and a right hand contact for contacting a finger or a palm of a right hand; the right hand contact having a right hand contact plane; and wherein the portable multi-lead electrocardiogram device has a body contact direction and a transverse direction perpendicular to each other; wherein the left hand contact and the right hand contact are located on a top of the holding case; the left hand contact plane and the right hand contact plane are inclined respectively toward opposite sides along the transverse direction.,A61B,"**Abstract**

This patent describes a portable multi-lead electrocardiogram (ECG) device for monitoring heart activity. The device includes a holding case with three metal contacts located on its exterior surface. These contacts are electrically connected to a signal processing module located within the case. The three contacts are a body contact and two hand contacts (a left hand contact and a right hand contact) for contacting fingers or palms. The hand contacts are inclined towards opposite sides along a transverse direction perpendicular to the body contact direction. The portable multi-lead ECG device provides a convenient and portable means for monitoring cardiac activity, allowing for accurate and reliable ECG measurements."
11213240,"Acquiring ECG signals from electrodes positioned in a heart taken over a single heartbeat, selecting a morphology pattern within a window of interest around time of occurrence annotations for the signals; computing a weighted cross-correlation between each morphology pattern of the signals and a stored template morphology pattern, to generate a weighted correlation coefficient of a match between the morphology patterns of the acquired signals and the stored morphology pattern; iteratively changing a phase of the signals relative to the phase of the morphology pattern and repeating the step of generating the weighted correlation coefficient at each iteration; determining a maximum value of the weighted correlation coefficient based on the iterations; comparing the maximum value to a threshold; and when the maximum value exceeds the threshold, accepting the heartbeat as having been caused by the arrhythmia and incorporating a location of the arrhythmia into a local activation map.",Identifying ECG signals having the same morphology,"1. A computer implemented method, comprising: acquiring a set of electrocardiograph (ECG) signals from a set of electrodes positioned in a heart of a human subject taken over a single heartbeat, the set of ECG signals having time of occurrence annotations for an activation of an arrhythmia, the set of ECG signals having a set of respective morphology patterns; selecting a morphology pattern of the plurality of morphology patterns within a window of interest around each of the time of occurrence annotations for the set of ECG signals; computing a weighted cross-correlation between each of the selected morphology patterns of the set of ECG signals and a stored template morphology pattern within the window of interest, and generating a weighted correlation coefficient that is a measure of a match between the selected morphology patterns of the acquired set of ECG signals and the stored template morphology pattern; iteratively changing a phase of the set of ECG signals relative to the phase of the selected morphology patterns and repeating the step of generating the weighted correlation coefficient at each iteration; determining a maximum value of the weighted correlation coefficient based on the iterations; comparing the maximum value of the weighted correlation coefficient to a threshold coefficient; and when the maximum value of the weighted correlation coefficient exceeds the threshold coefficient, accepting the heartbeat as having been caused by the arrhythmia and automatically incorporating an indication of a location of the arrhythmia into a local activation map of the heart of the human subject.",A61B,"**Abstract**

This invention relates to a computer implemented method for detecting and localizing arrhythmias in a human subject's heart. The method involves acquiring a set of electrocardiograph (ECG) signals from electrodes positioned in the heart, selecting morphology patterns from the ECG signals corresponding to the arrhythmia, and computing weighted cross-correlations between the selected morphology patterns and a stored template morphology pattern. An iterative phase-shifting approach is used to maximize the cross-correlation value, and the maximum value is compared to a threshold coefficient. If the threshold is exceeded, the heartbeat is classified as arrhythmic, and the location of the arrhythmia is automatically incorporated into a local activation map of the heart. The method provides accurate and efficient arrhythmia detection and localization, aiding in the diagnosis and management of cardiac arrhythmias."
11213241,"A method for QT correction is provided, the method comprising receiving an ECG signal; extracting a plurality of beat-to-beat (RR) intervals; extracting a plurality of QT intervals; computing a first probability distribution for a range of QT values based on the plurality of QT intervals; computing a second probability distribution for a range of QT values based on the plurality of QT intervals and the plurality of RR intervals; solving one or more points, wherein the first probability distribution and the second probability distribution intersect or wherein a difference between the first probability distribution and the second probability distribution is below a pre-defined difference threshold; designating one of one or more QT values corresponding to the one or more points as a corrected QT interval for a given QT interval of the plurality of QT intervals.",Apparatus and a method for qt correction,"1. A method comprising receiving, by an apparatus, an electrocardiogram, ECG, signal; extracting, by the apparatus, a plurality of beat-to-beat (RR) intervals; extracting a plurality of QT intervals; computing, by the apparatus, a first probability distribution for a range of QT values based on the plurality of QT intervals; computing, by the apparatus, a second probability distribution for a range of QT values based on the plurality of QT intervals and the plurality of RR intervals; solving, by the apparatus, one or more points, wherein the first probability distribution and the second probability distribution intersect or wherein a difference between the first probability distribution and the second probability distribution is below a pre-defined difference threshold; designating, by the apparatus, one of one or more QT values corresponding to the one or more solved points as a corrected QT interval for a given QT interval of the plurality of QT intervals.",A61B,"**Abstract**

The present invention relates to methods for correcting QT intervals in an electrocardiogram (ECG) signal. The method comprises receiving an ECG signal, extracting a plurality of beat-to-beat intervals (RR intervals) and QT intervals, computing two probability distributions for a range of QT values, and solving one or more points, wherein the first probability distribution and the second probability distribution intersect or wherein a difference between the first probability distribution and the second probability distribution is below a pre-defined difference threshold. The method then designates one of one or more QT values corresponding to the one or more solved points as a corrected QT interval for a given QT interval of the plurality of QT intervals. This is useful for correcting QT intervals in order to improve the accuracy of QT interval-based diagnostic tests."
11213242,"Systems and methods for detecting atrial tachyarrhythmia are discussed. An exemplary atrial tachyarrhythmia detection system includes an arrhythmia detector circuit configured to receive physiologic information of a patient, generate a morphological similarity metric between the received physiologic information and a sinus rhythm (SR) template representing a morphology of conducted sinus beats during normal SR, and generate a morphological variability metric indicative of a variability in morphology between heart beats in the received physiologic information. The arrhythmia detector circuit may detect an atrial tachyarrhythmia episode the morphological similarity and morphological variability metrics.",Morphology-based atrial tachyarrhythmia detector,"1. A system for detecting atrial tachyarrhythmia, comprising: an arrhythmia detector circuit configured to: receive physiologic information of a patient; generate a morphological similarity metric between the received physiologic information and a sinus rhythm (SR) template, the SR template representing a morphology of conducted sinus beats during normal SR; generate a morphological variability metric indicative of a variability in morphology between heart beats in the received physiologic information; determine a first count of heart beats with corresponding morphology similarity metric exceeding a morphology similarity threshold, and a second count of heart beats with corresponding morphological variability metric exceeding a morphological variability threshold; and detect an atrial tachyarrhythmia episode in response to the first count of heart beats exceeding a first count threshold, or the second count of heart beats being below a second count threshold.",A61B,Error or empty
11213243,"A QRS complex detection method is provided. The method includes collecting an ECG signal and filtering the ECG signal by using at least one preset filter. The filtered ECG signal is processed using a dual-slope method. Once R wave peak is detected from the processed ECG signal, a position of a QRS complex is outputted based on the R wave peak.","Method for detecting QRS complex, electrocardiogram detection device and readable storage medium","1. A QRS complex detection method applied to an electrocardiogram detection device, the method comprising: collecting an ECG signal; filtering the ECG signal by using at least one preset filter, and obtaining filtered ECG signal; processing the filtered ECG signal using a dual-slope method, and obtaining processed ECG signal; detecting R wave peak from the processed ECG signal; and outputting a position of a QRS complex based on the R wave peak.",A61B,"**Abstract:**

This invention provides a QRS complex detection method applied to an electrocardiogram (ECG) detection device, including the steps of: collecting an ECG signal; filtering the ECG signal using a preset filter to obtain a filtered ECG signal; processing the filtered ECG signal using a dual-slope method to obtain a processed ECG signal; detecting the R wave peak from the processed ECG signal; and outputting a position of a QRS complex based on the R wave peak. The invention can accurately detect the QRS complex of the ECG signal, and has the advantages of simple implementation, low computational complexity, and high detection accuracy."
11213244,A system and method for assessing a patient's balancing ability in order to facilitate ascertaining the patient's current medical status. The system includes a balance plate for measuring the meter of gravity dynamic weight distribution in combination with a sensor for measuring the patient's fine motor skills.,Collection of medical data,"1. A system for assessing a patient's balancing ability in order to facilitate ascertaining the patient's current physiological condition, the system comprising: a balance plate for measuring Center of Gravity (COG) dynamic weight distribution data of the patient while standing, the balance plate including at least one load cell; a handgrip sensor independent of the balance plate for measuring grip strength data of the patient contemporaneously with measuring the COG dynamic weight distribution data of the patient; a video data collection device for capturing video of the patient performing a cognitive task contemporaneously with measuring the COG dynamic weight distribution data and the grip strength data; a local processor in operative communication with the balance plate, the handgrip sensor, and the video data collection device, the local processor being configured to generate data pertaining to the patient's physiological condition from the grip strength data and the dynamic weight distribution data and generate data pertaining to the ability of the patient to perform the cognitive task in combination with the COG dynamic weight distribution data generated by the balance plate; and an electronic database configured to receive the COG dynamic weight distribution data, the grip strength data, and the data pertaining to the ability of the patient to perform the cognitive task from the local processor, the electronic database being accessible over a communication network.",A61B,"The present disclosure relates to a system for assessing a patient's balancing ability in order to facilitate ascertaining the patient's current physiological condition. The system may comprise a balance plate for measuring Center of Gravity (COG) dynamic weight distribution data of the patient while standing, the balance plate including at least one load cell; a handgrip sensor independent of the balance plate for measuring grip strength data of the patient contemporaneously with measuring the COG dynamic weight distribution data of the patient; a video data collection device for capturing video of the patient performing a cognitive task contemporaneously with measuring the COG dynamic weight distribution data and the grip strength data; a local processor in operative communication with the balance plate, the handgrip sensor, and the video data collection device, the local processor being configured to generate data pertaining to the patient's physiological condition from the grip strength data and the dynamic weight distribution data and generate data pertaining to the ability of the patient to perform the cognitive task in combination with the COG dynamic weight distribution data generated by the balance plate; and an electronic database configured to receive the COG dynamic weight distribution data, the grip strength data, and the data pertaining to the ability of the patient to perform the cognitive task from the local processor, the electronic database being accessible over a communication network."
11213245,"A system includes an assembly, a pinhole array, and a processor. The assembly includes a K by L photodetector array comprising a plurality of photodetectors and configured to detect light that exits a body at a second location after the light enters the body at a first location different than the second location and scatters within the body, and output a plurality of electronic signals representative of the detected light as a function of time. The pinhole array has a K by L array of pinholes configured to be aligned with the photodetectors and is configured to allow a certain amount of light to be incident upon each of the photodetectors. The processor is configured to generate a correlation map that includes a plurality of spatiotemporal correlation measure values corresponding to the light detected by the photodetector array.",Spatial and temporal-based diffusive correlation spectroscopy systems and methods,"1. A system comprising: an assembly comprising: a K by L photodetector array comprising a plurality of photodetectors and configured to detect light that exits a body at a second location after the light enters the body at a first location different than the second location and scatters within the body, and output a plurality of electronic signals representative of the detected light as a function of time, where each photodetector included in the photodetector array is configured to output a different one of the electronic signals; a pinhole array, the pinhole array having a K by L array of pinholes configured to be aligned with the photodetectors, the pinhole array configured to allow a certain amount of light to be incident upon each of the photodetectors; an optical spacer attached to a front surface of the photodetector array, wherein the pinhole array is attached to a front surface of the optical spacer; and a processor coupled to an output of the photodetector array and configured to generate a correlation map that includes a plurality of spatiotemporal correlation measure values corresponding to the light detected by the photodetector array.",A61B,"**Abstract**

The present disclosure relates to a system for generating a correlation map of light that has scattered within a body. The system comprises a photodetector array configured to detect light that exits the body at a second location after the light enters the body at a first location different than the second location and scatters within the body. The photodetector array outputs a plurality of electronic signals representative of the detected light as a function of time. A pinhole array is aligned with the photodetector array and is configured to allow a certain amount of light to be incident upon each of the photodetectors. An optical spacer is attached to a front surface of the photodetector array, and the pinhole array is attached to a front surface of the optical spacer. A processor is coupled to an output of the photodetector array and is configured to generate a correlation map that includes a plurality of spatiotemporal correlation measure values corresponding to the light detected by the photodetector array."
11213247,"An image processing system, comprising an input interface (IN) for receiving a plurality of input images acquired of test objects. The system further comprises a material type analyzer (MTA) configured to produce material type readings at corresponding locations across said input images (IM(CH)). A statistical module (SM) of the system is configured to determine based on said readings an estimate for a probability distribution of material type for said corresponding locations.",Generation and personalization of a statistical breast model,"1. An image processing method, comprising the steps of: receiving a plurality of input images acquired of test objects; producing material type readings at corresponding locations across said input images; and determining, based on said readings, an estimate for a probability distribution of material type for said corresponding locations; wherein a probability distribution model is trained from information in the input images by automated image analysis and classification and applied to an image which does not encode tissue type or encodes tissue type to a lesser extent than the input images.",A61B,"This invention relates to an image processing method for determining an estimate for a probability distribution of material type for corresponding locations in a plurality of input images. The method comprises the steps of receiving a plurality of input images acquired of test objects, producing material type readings at corresponding locations across said input images, and determining, based on said readings, an estimate for a probability distribution of material type for said corresponding locations. A probability distribution model is trained from information in the input images by automated image analysis and classification and applied to an image which does not encode tissue type or encodes tissue type to a lesser extent than the input images."
11213248,"Apparatus and methods for monitoring pregnancy or labour are disclosed. In one embodiment the apparatus includes an electromyography (EMG) sensor having two or more EMG electrodes to monitor fetal or maternal activity during pregnancy or labour and one or more position sensors to monitor the relative positioning of the two or more EMG electrodes during the fetal or maternal activity. In one embodiment, the apparatus includes a monitoring device to be placed on a body and having a plurality of sensors integrated into the monitoring device, the plurality of sensors including at least: a first sensor configured to detect a first type of signal from the body indicative of a first type of fetal or maternal activity during pregnancy or labour; and a second sensor configured to detect a second type of signal from the body, different from the first type of signal, also indicative of the first type of fetal or maternal activity during pregnancy or labour.",Apparatus for monitoring pregnancy or labour,"1. An apparatus for monitoring pregnancy or labour, the apparatus comprising: an electromyography sensor comprising two or more EMG electrodes to monitor fetal or maternal activity during pregnancy or labour; one or more position sensors to monitor the relative positioning of the two or more EMG electrodes during the fetal or maternal activity; a monitoring device, the electromyography sensor and the one or more position sensors being comprised in the monitoring device; and wherein the one or more position sensors comprise one or more flex or stretch sensors that monitor flexing, bending or deformation of a portion of the monitoring device to determine the relative positioning of the two or more EMG electrodes.",A61B,"**Abstract**

This invention provides an apparatus for monitoring pregnancy or labor. The apparatus includes an electromyography sensor comprising two or more EMG electrodes to monitor fetal or maternal activity, one or more position sensors to monitor the relative positioning of the two or more EMG electrodes during the fetal or maternal activity, and a monitoring device including the electromyography sensor and the one or more position sensors. The one or more position sensors comprise one or more flex or stretch sensors that monitor flexing, bending, or deformation of a portion of the monitoring device to determine the relative positioning of the two or more EMG electrodes. This apparatus allows for accurate monitoring of fetal or maternal activity during pregnancy or labor, as the relative positioning of the EMG electrodes can be monitored to ensure optimal placement and signal quality."
11213249,"A blood sugar regulation system including: a blood sugar sensor; an insulin injection device; and a processing and control unit predicting the future evolution of the blood sugar based on a physiological model and accordingly controlling the insulin injection device, wherein the processing and control unit is capable of: a) implementing a calibration of the model by taking into account a history of the measured blood sugar; b) at the end of the calibration step, determining whether the model is satisfactory or not based on at least one numerical indicator representative of the error between the blood sugar estimated based on the model and the real blood sugar measured by the sensor; and c) if the quality of the model is not satisfactory, controlling the insulin injection device without taking into account the predictions made from the model.",Automated system for controlling the blood glucose level of a patient,"1. An automated system of regulation of a patient's blood sugar, comprising: a blood sugar sensor; an insulin injection device; and a processing and control unit configured for predicting the future evolution of the patient's blood sugar from a physiological model and for controlling the insulin injection device by taking the prediction into account, wherein the processing and control unit is configured for: a) implementing a step of automatic calibration of the physiological model by taking into account a history of the blood sugar measured by the sensor during a past observation period; b) at the end of the calibration step, determining whether the model is satisfactory or not based on at least one numerical indicator representative of an error between the blood sugar estimated based on the model and the real blood sugar measured by the sensor; and c) if the quality of the model is not satisfactory, controlling the insulin injection device without taking into account the prediction made from the model; wherein said at least one numerical indicator comprises an indicator m 2 representative of the difference between the derivative of the blood sugar estimated from the model and the derivative of the blood sugar measured by the sensor at a given time.",A61B,"The present invention relates to an automated system for regulating a patient's blood sugar. The system comprises a blood sugar sensor, an insulin injection device, and a processing and control unit. The processing and control unit is configured for predicting the future evolution of the patient's blood sugar from a physiological model and for controlling the insulin injection device by taking the prediction into account. The processing and control unit is also configured for implementing a step of automatic calibration of the physiological model by taking into account a history of the blood sugar measured by the sensor during a past observation period. At the end of the calibration step, the processing and control unit determines whether the model is satisfactory or not based on at least one numerical indicator representative of an error between the blood sugar estimated based on the model and the real blood sugar measured by the sensor. If the quality of the model is not satisfactory, the processing and control unit controls the insulin injection device without taking into account the prediction made from the model."
11213250,A disposable apparatus for electroencephalography measurement on a human subject is provided. The disposable apparatus for electroencephalography measurement may be securely attached to the subject's head without attachment gel contacting the subject' scalp. A transparent body is provided for easy placement of electrodes. Methods to use the apparatus for electroencephalography measurement are also provided.,Apparatus and method for conducting electroencephalography,"1. An apparatus for electroencephalography measurement on a human subject, the apparatus comprising: a mid sheet extending from the forehead anchor to the connector point, comprising a plurality of embedded electrodes at positions F z , C z , and P z of the International Standard 10-20 System for electrode placement and a ground electrode; a frontal portion comprising: a front left wing extending from the mid sheet at the forehead anchor at an angle and comprising a plurality of embedded electrodes at positions F 7 and F p1 of the International Standard 10-20 System for electrode placement and an attachment point at the distal end; a front right wing extending from the mid sheet at the forehead anchor at an angle and in the opposite direction of the front left wing, comprising a plurality of embedded electrodes at positions F 8 and F p2 of the International Standard 10-20 System for electrode placement and an attachment point at the distal end; a forehead anchor between the front left wing and the front right wing; and a coronal portion comprising: a coronal left side wing extending from the middle of the mid sheet at an angle and comprising a body and two extensions, a first extension extending from the body to one side at an angle less than 90 degrees taken between the body and the first extension in the clockwise position, a second extension extending from the body to the opposite side at an angle less than 90 degrees taken between the body and the second extension in the anti-clockwise position, with embedded electrodes at positions C 3 and T 3 in the body, and an embedded electrode at position A 1 on the first extension, the electrode positions are according to the International Standard 10-20 System for electrode placement, and an attachment point at the distal end of the body; a coronal right side wing extending from the middle of the mid sheet at an angle and in the opposite direction of the front left wing, comprising a body and two extensions, a first extension extending from the body to one side at an angle less than 90 degrees taken between the body and the first extension in the clockwise position, and a second extension extending from the body to the opposite side at an angle less than 90 degrees taken between the body and the second extension in the anti-clockwise position, with embedded electrodes at positions C 4 and T 4 in the body, and an embedded electrode at position A 2 on the second extension, the electrode positions are according to the International Standard 10-20 System for electrode placement, and an attachment point at the distal end of the body; a lateral portion comprising: a rear left side wing extending at an angle from the rear end of the mid sheet comprising a plurality of embedded electrodes at positions T 5 and O 1 of the International Standard 10-20 System for electrode placement and an attachment point at the distal end of the rear left wing; a rear right side wing extending at an opposing angle from the mid sheet comprising a plurality of embedded electrodes at positions T 6 and O 2 of the International Standard 10-20 System for electrode placement and an attachment point at the distal end of the rear right wing; and a plurality of circuitry connecting the plurality of electrodes to a common connector point situated at the end of the mid sheet, wherein the attachment points comprise Velcro surfaces, wherein the mid sheet ends at a connector point with embedded circuitry, wherein the mid sheet, the frontal portion, the coronal portion, and the lateral portion comprise the apparatus body, and wherein the apparatus body comprises a base layer.",A61B,"This invention relates to a device for recording electroencephalography data on a human subject. The invention is comprised of a base layer with a mid-section extending from a forehead anchor point to a central connector point. The mid-section includes embedded electrodes at positions Fz, Cz, and Pz, according to the International Standard 10-20 System for electrode placement. The frontal portion branches off the mid-section at the forehead anchor and includes front left and front right wings extending in opposite directions. These wings have embedded electrodes at positions F7, Fp1, F8, and Fp2. The coronal portion also branches off the mid-section and includes coronal left and right side wings extending in opposite directions. These wings have embedded electrodes positions C3, T3, A1, C4, T4, and A2. The lateral portion includes the rear left and rear right side wings extending from the ends of the mid-section and have embedded electrodes at positions T5, O1, T6, and O2. The embedded electrodes are connected to the connector point via the embedded circuitry. The attachment points, which are located at the distal ends of the different wings, are designed with Velcro surfaces for secure and adjustable placement on the subject's head."
11213251,"A detection device is provided and the detection device includes: a body, including a first groove and a first opening; the first opening is on a first surface of the body and in communication with the first groove; a collector, configured to be at least partially accommodated into the first groove in a rotatable manner and being capable of rotating to allow at least part of the collector to extend out of the first opening in a process of detection; a test paper supplier, disposed on the first surface and configured to provide a test paper on a side of the first opening away from the first groove in the process of detection so as to collect a detection sample; and a detector, disposed on the first surface and configured to detect the test paper that has collected the detection sample.",Detection device,"1. A detection device, comprising: a body, comprising a first groove and a first opening, wherein the first opening is on a first surface of the body and in communication with the first groove; a collector, configured to be at least partially accommodated in the first groove in a rotatable manner and being capable of rotating to allow at least part of the collector to extend out of the first opening in a process of detection; a test paper supplier, disposed on the first surface and configured to provide a test paper on a side of the first opening away from the first groove in the process of detection so as to collect a detection sample; and a detector, disposed on the first surface and configured to detect a property of the detection sample collected on the test paper; the collector further comprises a first rotating shaft, and the collector is pivotably connected with the body through the first rotating shaft; the collector further comprises a collecting part and a button operably connected to the collecting part, the button is disposed on a side of the collector facing the first surface in a case where the collector is in an accommodated state, wherein in the accommodated state, the collector is accommodated into the first groove, and the button is exposed in a case where the collector rotates to be in an operating state.",A61B,"This invention provides a detection device including a body, a collector, a test paper supplier, and a detector. The collector is rotatably accommodated in a groove of the body and can rotate to extend out of an opening of the body in a detection process. A test paper is provided by the test paper supplier on the side of the opening away from the groove so as to collect a detection sample. A detector is disposed to detect a property of the detection sample collected on the test paper."
11213252,"An electronic device comprises an enclosure configured for insertion into the ear canal and comprising a distal end configured to extend at least beyond a first bend of the ear canal. A distal temperature sensor is situated at a location of the enclosure that faces a tragus-side of the ear canal between the first and second bends when the enclosure is fully inserted into the ear canal. A proximal temperature sensor is situated on the enclosure at a location spaced apart from a surface of the ear canal and proximal of the distal temperature sensor in an outer ear direction when the enclosure is fully inserted into the ear canal. A processor, coupled to the distal and proximal temperature sensors and to memory, is configured to calculate an absolute core body temperature using a heat balance equation stored in the memory and the first and second temperature signals.",Devices and sensing methods for measuring temperature from an ear,"1. An electronic device configured to measure temperature from within an ear canal of an ear comprising a first bend and a second bend, the device comprising: an enclosure configured for insertion into the ear canal and comprising a distal end configured to extend at least beyond the first bend; a distal temperature sensor situated at a location of the enclosure that faces a tragus-side of the ear canal distal to the first bend and proximal to the second bend when the enclosure is fully inserted into the ear canal, the distal temperature sensor configured to sense one or both of conductive heat and convective heat and to produce a first temperature signal; a proximal temperature sensor situated on the enclosure at a location spaced apart from a surface of the ear canal and proximal to the distal temperature sensor location in an outer ear direction when the enclosure is fully inserted into the ear canal, the proximal temperature sensor configured to sense one or both of conductive heat and convective heat and to produce a second temperature signal; a memory configured to store a pre-established heat balance equation; and a processor coupled to the distal and proximal temperature sensors and the memory, the processor configured to calculate an absolute core body temperature using the heat balance equation and the first and second temperature signals.",A61B,"**Abstract**

This invention relates to an electronic device for measuring core body temperature from within an ear canal. The device comprises an enclosure with a distal end configured to extend at least beyond a first bend in the ear canal, and a proximal end. A distal temperature sensor situated in the distal end of the enclosure is configured to sense conductive and/or convective heat and to produce a first temperature signal. A proximal temperature sensor situated in the proximal end of the enclosure is also configured to sense conductive and/or convective heat and to produce a second temperature signal. The device further comprises a memory configured to store a pre-established heat balance equation, and a processor coupled to the distal and proximal temperature sensors and the memory. The processor is configured to calculate an absolute core body temperature using the heat balance equation and the first and second temperature signals."
11213253,"Luminal organ sizing devices and methods. In a method of the present disclosure, the method includes performing a valve replacement procedure using a valve device positioned within a valve annulus or opening of a luminal organ while a system including a balloon configured for inflation is at least partially introduced into a luminal organ so that the balloon is adjacent to a valve annulus or opening.",Luminal organ sizing devices and methods,"1. A method, comprising: introducing a sizing device comprising a balloon configured for inflation into a luminal organ so that the balloon is adjacent to a valve annulus or opening; introducing a valve device separate from the sizing guide within the valve annulus or opening, adjacent the balloon; moving the valve device within the valve annulus or opening; operating the system sizing device to obtain measurements of the balloon over time during the step of moving the valve device within the valve annulus or opening; and generating a real-time measurement profile of the measurements over time.",A61B,"**Abstract**

The present invention relates to a method for obtaining real-time measurements of a valve annulus or opening in a luminal organ. The method comprises introducing a sizing device comprising a balloon configured for inflation into the luminal organ so that the balloon is adjacent to a valve annulus or opening; introducing a valve device separate from the sizing guide within the valve annulus or opening, adjacent the balloon; moving the valve device within the valve annulus or opening; operating the system sizing device to obtain measurements of the balloon over time during the step of moving the valve device within the valve annulus or opening; and generating a real-time measurement profile of the measurements over time. The real-time measurement profile can be used to assess the size and shape of the valve annulus or opening, and to guide the placement of a valve device."
11213254,"An implantable sensor is proposed including a ring shaped element and a coil. The ring shaped element is made of a silicone and is electrically conductive. The coil may be formed by a wire with a number of windings, wherein at least the free ends of the wire are enclosed by the silicone of the ring shaped element, wherein an electrical resistance of the ring shaped element varies upon a deformation of the ring shaped element.",Implantable sensor,"1. A sensor configured for implantation into a human body comprising: a ring shaped element having an inner diameter, an outer diameter and a thickness, the ring shaped element being made of electrically conductive silicone material; and a coil having a length, a diameter and first and second open ends on opposite sides of the coil, wherein the coil generates an electrical signal by electromagnetic induction, wherein at least the first and second open ends of the coil are enclosed by the silicone of the ring shaped element such that the coil and ring shaped element are coupled in series so that the generated electrical signal flows from the first open end of the coil through the ring shaped element and then to the second open end of the coil, wherein an electrical resistance of the electrically conductive silicone material varies upon a deformation of the electrically conductive silicone material.",A61B,"A sensor configured for implantation into a human body is provided. The sensor includes a ring-shaped element having an inner diameter, an outer diameter, and a thickness, the ring-shaped element being made of electrically conductive silicone material. A coil having a length, a diameter, and first and second open ends on opposite sides of the coil is disposed within the ring-shaped element. The coil generates an electrical signal by electromagnetic induction. At least the first and second open ends of the coil are enclosed by the silicone of the ring-shaped element such that the coil and ring-shaped element are coupled in series so that the generated electrical signal flows from the first open end of the coil through the ring-shaped element and then to the second open end of the coil. An electrical resistance of the electrically conductive silicone material varies upon a deformation of the electrically conductive silicone material."
