patent_id,patent_abstract,patent_title,claim_text,cpc_subclass,generated_abstract
11213195,"A device for visualization of internal tissue of a patient's uterus having a hand-held control unit, an elongated member, and an image capturing tip. To increase the manoeuvrability of the image capturing tip, the elongated member forms a straight portion extending along a straight axis and a curved portion forming a curvature away from the straight axis, the curved portion being between the image capturing tip and the straight portion. By rotation of an inner tube in an outer tube, the image capturing structure will move along a circular path without being rotated about the centre axis of the elongated member.",Device for use in hysteroscopy,"A device for visualization of internal tissue of a patient's uterus, the device comprising a hand-held control unit being dimensioned to be held by a user's hand; an image capturing tip configured to communicate video signals with a monitor; an elongated member having a proximal end connected to the hand-held control unit and a distal end connected to the image capturing tip, the elongated member forming a straight portion extending along a straight axis and a curved portion forming a curvature away from the straight axis, the curved portion being between the image capturing tip and the straight portion, the elongated member comprising: an inner tube, the image capturing tip being fixed to an outer tube, the inner tube being rotationally suspended in the image capturing tip and suspended on the hand-held control unit in a rotational suspension; and the outer tube fixed to the hand-held control unit, the inner tube being rotational in the outer tube and comprising a rigid inner section extending inside a flexible outer section of the outer tube in an axial direction, the rigid inner section having a curvature which forms the curvature of the curved portion by deflection of the flexible outer section; an outer conduit between the outer tube and the inner tube; and an inner conduit within the inner tube, the outer conduit extending between an outer inlet and an outer outlet, and the inner conduit extending between an inner inlet and an inner outlet, wherein the rotational suspension of the inner tube in the image capturing tip forms a liquid tight connection to the inner conduit to thereby prevent mixing of fluid in the inner and outer conduits.",A61B,"The device described in the claim is a handheld device used for visualizing the internal tissue of a patient's uterus. It consists of a hand-held control unit that can be held by a user, an image capturing tip that communicates video signals to a monitor, and an elongated member connecting the control unit with the image capturing tip. The elongated member has a straight portion and a curved portion, with the curved portion forming a curvature away from the straight axis. The device includes an inner tube connected to the image capturing tip and an outer tube fixed to the control unit, with an outer conduit between them. There is also an inner conduit within the inner tube. The inner tube is rotationally suspended in the image capturing tip and is fitted with a rigid inner section inside a flexible outer section of the outer tube. The rotational suspension of the inner tube ensures a liquid-tight connection to the inner conduit, preventing fluid mixing between the inner and outer conduits."
11213196,"The present invention is directed at minimally invasive systems in which the proximal end portion of the working channel has either zero or a limited range of movement in the lateral direction. A first embodiment has a slidable collar attached to a pair of flanges, wherein movement of the collar is bounded by an annular frame. A second embodiment has a substantially spherical element attached to the tube. A third embodiment has a plurality of caps. A fourth embodiment is adapted for a larger working channel.",Proximal-end securement of a minimally invasive working channel,"An apparatus comprising: a working channel tube having a proximal end and a distal end; a generally rectangular first bar configured to form a window and defining a first arcuate path, wherein the window is bounded on one side by one end of the generally rectangular first bar; a slider configured to attach to the working channel tube and slidably engaged within the window to the first bar such that the working channel tube is disposed through the window; and a second bar configured to be stationary and defining a second arcuate path, wherein the one end of the first bar slidably engages the second bar, wherein the first bar is cantilevered from the second bar with a length of the first bar extending away from the one end and from the second bar such that the window and the working channel tube are disposed outside of the second bar, wherein the slider is configured to control a tilt angle of the proximal end of the working channel tube in a first plane while maintaining a location of the distal end of the working channel tube by moving the slider within the window to a position along the first arcuate path defined by the first bar without moving or engaging the second bar, and wherein the first bar is configured to control a tilt angle of the proximal end of the working channel tube in a second plane while maintaining the location of the distal end of the working channel tube by moving the first bar to a position along the second arcuate path defined by the second bar.",A61B,"The apparatus described in the claim is a medical instrument used in minimally invasive procedures. It consists of a working channel tube with a proximal and distal end, a rectangular first bar that forms a window and defines a curved path, a slider attached to the working channel tube and movable within the window created by the first bar, and a stationary second bar that defines another curved path. The first bar is connected to the second bar, with the first bar extending away from the second bar. The slider controls the tilt angle of the working channel tube in one plane, while the first bar controls the tilt angle in another plane. This apparatus allows for precise and controlled movement of the working channel tube during procedures."
11213197,"The present disclosure provides an artificial neural network system for identifying a lesion in a retinal fundus image that comprises a pre-processing module configured to separately pre-process a target retinal fundus image and a reference retinal fundus image taken from a same person; a first neural network (12) configured to generate a first advanced feature set from the target retinal fundus image; a second neural network (22) configured to generate a second advanced feature set from the reference retinal fundus image; a feature combination module (13) configured to combine the first advanced feature set and the second advanced feature set to form a feature combination set; and a third neural network (14) configured to generate, according to the feature combination set, a diagnosis result. By using a target retinal fundus image and a reference retinal fundus image as independent input information, the artificial neural network may simulate a doctor, determining lesions on the target retinal fundus image using other retinal fundus images from the same person as a reference, thereby enhancing the diagnosis accuracy.",Artificial neural network and system for identifying lesion in retinal fundus image,"A system for recognizing a lesion in a fundus images, comprising: a pre-processing module, configured to separately pre-process a target retinal fundus image and a reference retinal fundus image taken from a same person; a first neural network, configured to generate a first advanced feature set from the target retinal fundus image; a second neural network, configured to generate a second advanced feature set from the reference retinal fundus image; a feature combination module, configured to combine the first advanced feature set and the second advanced feature set to form a feature combination set; and a third neural network, configured to generate, according to the feature combination set, a diagnosis result; wherein: the target retinal fundus image is an image of one eye of one person; the reference retinal fundus image is an image of the other eye of the person; and fundus images of a same resolution are used during a training process of the system.",A61B,"The present invention relates to a system for recognizing a lesion in fundus images. The system comprises a pre-processing module for separately pre-processing a target retinal fundus image and a reference retinal fundus image taken from the same person. A first neural network generates a first advanced feature set from the target retinal fundus image, while a second neural network generates a second advanced feature set from the reference retinal fundus image. A feature combination module combines the first and second advanced feature sets to form a feature combination set. Finally, a third neural network generates a diagnosis result based on the feature combination set. Importantly, the target and reference retinal fundus images are images of each eye of the same person, and fundus images of the same resolution are used during training of the system."
11213198,"A computer, a high resolution monitor and a patient interface is utilized to implement a visual contrast sensitivity function measurement test. More specifically, a computerized video system is configured to implement a tilted-grating forced choice contrast sensitivity function test. The invention utilizes known measurement methods for the visual contrast sensitivity function and automates their use by computerizing the system and couples it with a patient-interactive user interface in order to produce an accurate quantitative result.",System and method for the rapid measurement of the visual contrast sensitivity function,"A method for implementing a tilted-grating, forced choice contrast sensitivity function test, the method comprising the steps of: presenting a patient with a first series of randomized test chart sets with two or more choices per set on a high resolution display as a video and covering a first range of frequencies and contrasts; having the patient select a response from the two or more choices, recording if the response is correct or incorrect, recording the time the patient utilized in making the response, and providing the patient with additional choices until the first series of test charts are complete; analyzing the responses to determine a first contrast sensitivity function; presenting the patient with additional series of randomized test chart sets with two or more choices per set on a high resolution display as a video and covering a at least one of a second range of frequencies and contrasts in smaller increments than the first range of frequencies and contrasts, a change in spatial frequencies, a change in contrast, a change in spatial frequencies and contrast and continue until a contrast sensitivity function is generated to a desired precision; having the patient select a response from the two or more choices, recording if the response is correct or incorrect, recording the time the patient utilized in making the response, and providing the patient with additional choices until the second series of test charts are complete; analyzing the responses utilizing statistical methods; repeating the method until a desired ophthalmic resolution is obtained as determined by an adaptive algorithm; and storing and plotting the contrast sensitivity function to provide an accurate quantitative result for the contrast sensitivity function.",A61B,"The method described in this patent involves implementing a tilted-grating, forced-choice contrast sensitivity function test. The method includes presenting a patient with a series of randomized test chart sets on a high-resolution display, recording the patient's responses, analyzing the responses to determine a contrast sensitivity function, presenting additional test chart sets to cover a range of frequencies and contrasts in smaller increments, and utilizing statistical methods to analyze the responses. The method is repeated until a desired ophthalmic resolution is obtained, and the contrast sensitivity function is stored and plotted to provide an accurate quantitative result."
11213199,"A method of analyzing the degree of abnormality in the eye is provided, and in the method at least some portion of the functional evaluation of the eye's visual function is performed by presenting visual stimuli in mesopic conditions. A visual function examination device is provided, and in the device the spectral composition of the stimuli is generated by a projection or display device, and the said projection or display device can be adjusted so that individual receptor types can be excited by the said stimuli.",Systems and methods for functional evaluation of retina,"A method of analyzing a degree of abnormality in an eye of a subject to be tested, comprising: presenting visual stimuli in mesopic conditions to perform a functional evaluation of a visual function of the eye; and recording a reaction of the subject wherein a spectral composition of the presented visual stimuli is selected so that only one receptor type of the eye is excited, wherein a normative database is used to predict the sensitivity of remaining receptor types of the subject to be tested.",A61B,"Abstract:

The present invention relates to a method for analyzing the degree of abnormality in an eye of a subject by presenting visual stimuli in mesopic conditions and recording the subject's reaction. The method involves selecting a spectral composition of the visual stimuli to excite only one receptor type of the eye and using a normative database to predict the sensitivity of the remaining receptor types in the subject. This method allows for a functional evaluation of the visual function of the eye and provides valuable information for assessing abnormalities in the visual system."
11213200,"An OCT system is arranged to capture a three-dimensional (3D) OCT scan of a target. The OCT system projects a beam scan towards the target, and the OCT system generates data corresponding to the beam scan. Additionally, an image sensor is arranged to capture an image of a trace of the beam scan on a surface of the target. Using the image of the trace, various characteristics of the target are determined.",Topographical imaging using combined sensing inputs,"An optical system comprising: an optical coherence tomography (OCT) system arranged to project a beam scan towards a target and configured to generate data corresponding to the beam scan, wherein the OCT system projects the beam scan along a path to form a pattern on a first surface of the target; an image sensor arranged to capture an image of a trace of the beam scan on the first surface of the target, wherein the image of the trace comprises a visual effect corresponding to the pattern on the first surface of the target in the image; and a computing system including an optical analysis processing circuit, the optical analysis processing circuit including a processor and memory, the memory being structured to store instructions that, when executed by the processor, cause the processor to: generate, using the data generated by the OCT system corresponding to the beam scan, a coordinate map of the surface of the target comprising coordinates corresponding to the first surface of the target and a second surface of the target; and modify, using the image of the trace of the beam scan on the first surface of the target, at least a portion of the coordinates of the coordinate map corresponding to the first surface or the second surface of the target based on a relationship of the visual effect shown in the image and the pattern corresponding to the path of the beam scan, wherein the coordinates are first coordinates, and wherein modifying, using the image of the trace of the beam scan on the first surface of the target, at least the portion of the coordinates of the coordinate map corresponding to the first surface or the second surface of the target based on the relationship of the visual effect shown in the image and the pattern corresponding to the path of the beam scan comprises: generating a surface profile for the first surface of the target using the visual effect shown in the image; determining second coordinates for the surface profile of the first surface based on a slope corresponding to a relationship between the visual effect shown in the image and the pattern corresponding to the path; and replacing, in the coordinate map, one or more of the first coordinates for the first surface with one or more of the second coordinates determined for the surface profile of the first surface.",A61B,"Abstract:

The present invention relates to an optical system comprising an optical coherence tomography (OCT) system that projects a beam scan towards a target and generates data corresponding to the beam scan. The OCT system projects the beam scan along a path to form a pattern on the target's surface. An image sensor captures an image of the beam scan trace on the target's surface, displaying a visual effect corresponding to the pattern. A computing system includes an optical analysis processing circuit that generates a coordinate map of the target's surface based on the data from the OCT system and modifies the coordinates based on the visual effect in the image. This adjustment is achieved by generating a surface profile for the target's surface, determining new coordinates based on the visual effect pattern, and replacing the original coordinates with the new ones in the coordinate map."
11213201,"The present invention relates to a method for recommending a vision correction surgery, and the method according to one aspect of the present invention comprises: obtaining an examination data of a subject; predicting whether the vision correction surgery is suitable for the subject from the examination data; when the vision correction surgery is suitable for the subject, predicting whether the vision correction surgery using a laser is available for the subject from the examination data; when the vision correction surgery using the laser is available for the subject, calculating corneal shape factor prediction values of the subject after a standard vision correction surgery and a custom vision correction surgery from the examination data; and when the vision correction surgery using the laser is available for the subject, suggesting a vision correction surgery corresponding to the subject from the examination data.",Vision correction surgery recommendation method and device,"A method performed by a computing device, the method comprising: obtaining an examination data of a subject, wherein the examination data includes a demographic data and a measurement of an eye characteristics data, the measurement of the eye characteristics data includes one or more measurement values representing corneal shape of the subject before a vision correction surgery, and the measurement values include at least one selected from the group of an index of height decentration (IHD) before a vision correction surgery, an index of surface variance (ISV) before a vision correction surgery, and an index of vertical asymmetry (IVA) before a vision correction surgery; calculating one or more first prediction values and one or more second prediction values by inputting a first group data to a first prediction model, wherein the first group data is acquired from the examination data of the subject, wherein the first prediction values represent a predicted corneal shape of the subject after a laser vision correction surgery with predetermined surgery parameters and the second prediction values represent a predicted corneal shape of the subject after a laser vision correction surgery with customized surgery parameters, wherein the first prediction values include at least one selected from the group of a predicted index of height decentration (IHD) after the laser vision correction surgery with predetermined surgery parameters, a predicted index of surface variance (ISV) after the laser vision correction surgery with predetermined surgery parameters, and a predicted index of vertical asymmetry (IVA) after the laser vision correction surgery with predetermined surgery parameters, and wherein the second prediction values include at least one selected from the group of a predicted IHD after the laser vision correction surgery with customized surgery parameters, a predicted ISV after the laser vision correction surgery with customized surgery parameters, and a predicted IVA after the laser vision correction surgery with customized surgery parameters; outputting the measurement values, the first prediction values, and the second prediction values for determining whether the laser vision correction surgery with customized surgery parameters is necessary for the subject based on the measurement values, the first prediction values, and the second prediction values; and suggesting a type of a vision correction surgery corresponding to the subject by inputting a second group data to a second prediction model, wherein the suggested type is LASIK, LASEK, or SMILE, and wherein the second group data is acquired from the examination data of the subject, wherein the second prediction model is trained based on at least one selected from the group of the examination data of a plurality of patients undergoing a vision correction surgery, types of vision correction surgeries corresponding to the plurality of patients and visual abilities of the plurality of patients after the vision correction surgeries, and wherein a recommended vision correction surgery for the subject is determined by combining results obtained by the first and the second prediction models whereby the recommended vision correction surgery for the subject is one of LASIK with predetermined surgery parameters, LASEK with predetermined surgery parameters, SMILE with predetermined surgery parameters, LASIK with customized surgery parameters, LASEK with customized surgery parameters, and SMILE with customized surgery parameters.",A61B,"The present invention relates to a method performed by a computing device for analyzing examination data of a subject before and after a vision correction surgery. The method involves obtaining examination data including demographic information and measurements of eye characteristics data, specifically corneal shape measurements before the surgery. The method further includes inputting this data into prediction models to calculate predicted corneal shape values after the surgery with predetermined or customized parameters. The output of the method includes the original measurements, as well as the predicted values, to determine the necessity of customized surgery parameters for the subject. Additionally, a second prediction model is used to suggest a specific type of vision correction surgery (e.g., LASIK, LASEK, or SMILE) based on the subject's examination data and the experiences of multiple patients who have undergone similar surgeries. The recommended vision correction surgery for the subject is determined by combining the results obtained from both prediction models, suggesting the most appropriate surgical approach tailored to the individual's needs."
11213202,"An ophthalmologic apparatus includes an SLO system, a projection system, a first image former, a second image former, a displacement processor, and a controller. The SLO system is configured to scan a target eye with first light deflected by an first optical scanner. The projection system is configured to project second light deflected by an second optical scanner onto the target eye. The first image former is configured to form a first image of the target eye based on a scan result of a first scan region using the first optical scanner. The second image former is configured to form a second image of the target eye based on a scan result of a second scan region using the first optical scanner, the second scan region being narrower than the first scan region. The displacement processor is configured to calculate a displacement between a partial image in the first image and the second image, the partial image corresponding to the second image. The controller is configured to control the second optical scanner based on the displacement.",Ophthalmologic apparatus and method for controlling the same,"An ophthalmologic apparatus comprising: an SLO system including a first optical scanner deflecting first light, and configured to scan a target eye with the first light deflected by the first optical scanner; a projection system including a second optical scanner deflecting second light, and configured to project the second light deflected by the second optical scanner onto the target eye; a first image former configured to form a first image of the target eye based on a scan result of a first scan region using the first optical scanner; a second image former configured to form a second image of the target eye based on a scan result of a second scan region using the first optical scanner, the second scan region being narrower than the first scan region; a displacement processor configured to calculate a displacement between a partial image in the first image and the second image, the partial image corresponding to the second image; and a controller configured to control the second optical scanner based on the displacement calculated by the displacement processor.",A61B,"The abstract could be: ""The present invention relates to an ophthalmologic apparatus that combines an SLO system and a projection system to scan and project light onto a target eye. The apparatus includes image formers to generate images of the target eye based on scan results, a displacement processor to calculate displacements between partial images, and a controller to adjust the projection of light on the eye based on the calculated displacements. This apparatus allows for precise and accurate imaging and targeting of specific regions of the eye."""
11213203,"Glaucoma is the second most common cause of blindness in the global world. It is a multifactorial disease with several risk factors, of which intraocular pressure (IOP) is the most important. IOP measurements are used for glaucoma diagnosis and patient monitoring. IOP has wide diurnal fluctuation, and is dependent on body posture, so the occasional measurements done by the eye care expert in clinic can be misleading. We provide an implantable sensor, based on microfluidic principles, which in one example has 1 mmHg limit of detection, high sensitivity and excellent reproducibility. This sensor has an optical interface, which enables IOP to be read with, for example, a cell phone camera. The design, fabrication, along with the option of self-monitoring are promising steps toward better patient care and treatment for this devastating disease.",Implantable micro-fluidic device for monitoring of intra-ocular pressure,"An intra-ocular pressure monitoring system, comprising: (a) an intra-ocular monitoring device comprising: (i) a gas impermeable channel with a first closed end and a second open end; (ii) a gas-tight impermeable chamber connected to the second open end of the gas impermeable channel and at least part of a gas impermeable chamber wall has a flexible membrane, wherein the gas impermeable channel and the gas impermeable chamber are made from a gas impermeable material which could be the same or different from each other; (iii) a fluid disposed in the gas impermeable chamber and disposed through the second open end up to a region of the gas impermeable channel; and (iv) a gas disposed from the first closed end up to the region of the gas impermeable channel establishing a fluid-gas equilibrium pressure interface within the gas impermeable channel, wherein the intra-ocular pressure monitoring device is configured to be implantable in an eye, wherein the flexible membrane is an interface between an intra-ocular liquid and the fluid in the gas impermeable chamber, wherein the intra-ocular liquid and the flexible membrane are configured such that the flexible membrane is configured to flex based on a pressure from the intra-ocular liquid, causing a change in the position of the gas-fluid interface until a pressure equilibrium is achieved between the gas, contained in the gas impermeable closed-end channel and the gas impermeable chamber, and the fluid in the closed channel end, wherein the position of the fluid-gas interface is affected by the pressure applied on the flexible membrane and is therefore used for measuring an intra-ocular pressure; (b) a camera to obtain an image of the gas-fluid interface; and (c) an output quantifying the intra-ocular pressure from the obtained image and the equilibrium pressure interface to a user.",A61B,"The invention is an intra-ocular pressure monitoring system that includes an intra-ocular monitoring device, a camera, and an output module. The intra-ocular monitoring device features a gas impermeable channel connected to a gas impermeable chamber with a flexible membrane, a fluid within the chamber, and gas within the channel to establish a fluid-gas equilibrium pressure interface. The device is designed for implantation in the eye and utilizes the flexibility of the membrane to measure intra-ocular pressure based on the position of the gas-fluid interface. The camera captures an image of this interface, which is then quantified by the output module to provide the user with an accurate intra-ocular pressure reading."
11213204,"Methods and apparatus, including computer program products, are provided for remote monitoring. In some example implementations, there is provided a method. The method may include receiving, at a remote monitor, a notification message representative of an event detected, by a server, from analyte sensor data obtained from a receiver monitoring an analyte state of a host; presenting, at the remote monitor, the notification message to activate the remote monitor, wherein the remote monitor is configured by the server to receive the notification message to augment the receiver monitoring of the analyte state of the host; accessing, by the remote monitor, the server, in response to the presenting of the notification message; and receiving, in response to the accessing, information including at least the analyte sensor data. Related systems, methods, and articles of manufacture are also disclosed.",Remote monitoring of analyte measurements,"A method comprising: identifying, by a remote monitor, a set of one or more rules that define conditions for communications between a secure server and the remote monitor, wherein the set of one or more rules are provided to the remote monitor by the secure server and associated with data associated with a receiver configured to monitor an analyte state of a host, wherein the set of one or more rules are generated according to one or more preferences or settings from a host device, and wherein the host device sets a first setting of the one or more preferences or settings; and modifying, by the remote monitor, at least one rule of the set of one or more rules wherein the set of one or more rules include a first rule defining an alert representative of an event associated with the analyte state of the host, the event being determined by the secure server based on a first measurement of the data associated with the receiver regarding the analyte state of the host at a first time, wherein the alert, when triggered at the first time, causes an alert message to be sent to the remote monitor from the secure server to notify the remote monitor of the event, wherein modifying the at least one rule of the set of one or more rules comprises modifying, by the remote monitor, the first setting set by the host device, and wherein modifying the first setting by the remote monitor modifies the first setting for the remote monitor without changing the first setting at the host device.",A61B,"The method disclosed in this patent claim involves a remote monitor identifying a set of rules defining conditions for communications between a secure server and the remote monitor. These rules are associated with data related to monitoring the analyte state of a host. The rules are generated based on preferences or settings from a host device, with the remote monitor able to modify at least one rule. Specifically, the modification involves adjusting a setting related to an alert triggered by an event detected in the host's analyte state. This modification occurs solely at the remote monitor without altering the setting on the host device."
11213205,"A method includes collecting, for a pitch, per pitch data that includes a plurality of first arm orientation data points and a plurality of second arm orientation data points. The method further includes analyzing the per pitch data to determine a release point arm orientation and an effort level. The method further includes calculating a per pitch stress level based on the release point arm orientation and the effort level. The method further includes calculating, for a set of pitches, a fatigue level based on the per pitch stress level of each pitch of the set of pitches.",Arm fatigue analysis system,"A pitch monitoring system comprises: a wrist unit that includes: a band that fits around a wrist of a pitcher; a first accelerometer positioned at a first location on the band, wherein, when a pitch monitoring device is worn by the pitcher, the first accelerometer is positioned proximal to a radius distal area of the pitcher's wrist; a second accelerometer positioned at a second location on the band, wherein, when the pitch monitoring device is worn by the pitcher, the second accelerometer is positioned proximal to an ulnar distal area of a pitcher's wrist; a processing module operably coupled to the first and second accelerometers; a memory coupled to the processing module; a wireless transceiver module; and a battery for powering the first and second accelerometers, the processing module, the memory, and the wireless transceiver module; and a first software application stored in the memory, wherein the first software applications includes operational instructions that cause the processing module, for a pitch thrown by the pitcher, to: receive first accelerometer data from the first accelerometer; receive second accelerometer data from the second accelerometer; generate a plurality of first arm orientation data points from the first accelerometer data; generate a plurality of second arm orientation data points from the second accelerometer data; transmit, via the wireless transceiver module, the first and second arm orientation data points; and outputting the first plurality of arm orientation and second plurality of arm orientation data points via a user interface; a second software application for storage in memory of a computing device, wherein the second software application includes operational instructions that cause the computing device to: receive the first and second arm orientation data points; analyze the first and second arm orientation data points to determine a release point arm orientation and an effort level, wherein the release point arm orientation corresponds to one of a fastball, a curve ball, a slider, a screwball, or a knuckle ball; calculating a per pitch stress level based on the release point arm orientation, type of pitch, and the effort level, wherein the slider has a higher weighting factor than the fastball creating, for the same effort level, a higher per pitch stress level; calculating, for a set of pitches, a fatigue level based on the per pitch stress level of each pitch of the set of pitches; and outputting the fatigue level and stress level via the user interface.",A61B,"The pitch monitoring system abstract is as follows:

The pitch monitoring system includes a wrist unit with accelerometers positioned at specific locations on a wristband worn by a pitcher. The accelerometers collect data on arm orientation during a pitch, which is processed by a module and transmitted wirelessly to a computing device. The system includes software applications that analyze the data to determine release point arm orientation, effort level, type of pitch, per pitch stress level, and overall fatigue level. This information is displayed on a user interface to help pitchers optimize their pitch performance and prevent injuries."
11213206,"An exemplary non-invasive measurement system includes a single-photon counting camera and a processor. The single-photon counting camera includes an array of SPAD detectors configured to detect, during a sequence of gated time intervals, coherent continuous light that exits a body after the light enters and scatters within the body, and output a plurality of electronic signals representative of the detected light. The processor is configured to generate, based on the electronic signals, a sequence of speckle pattern image frames corresponding to the gated time intervals. Other exemplary non-invasive measurement systems are also described.",Non-invasive measurement systems with single-photon counting camera,"A non-invasive measurement system comprising: a single-photon counting camera including an array of single-photon avalanche diode (SPAD) detectors configured to detect, during a sequence of gated time intervals, coherent continuous light that exits a body after the light enters and scatters within the body, and output a plurality of electronic signals representative of the detected light; and a processor coupled to an output of the single-photon counting camera and configured to generate, based on the electronic signals, a sequence of speckle pattern image frames corresponding to the gated time intervals.",A61B,"The abstract for the patent claim you provided could be:

""A non-invasive measurement system for imaging internal structures of the body using a single-photon counting camera and a processor. The system detects coherent continuous light that scatters within the body, generates electronic signals representing the detected light, and produces speckle pattern image frames corresponding to gated time intervals for analysis. This system enables real-time imaging of internal body structures without the need for invasive procedures."""
11213207,"An analyzer for diagnosing pulmonary and abdominals including, a pulsed force generator for outputting a mechanical disturbance to generate vibrations and reflected/return waves/vibrations in a patient's torso, and sensors for detecting the vibration/return wave signals. The apparatus compares the detected electrical signals with pre-stored reference wave profiles and based on the compared data generates an output signal indicative of a potential presence or absence of a pulmonary disease and/or condition.",Device and method using damped harmonic analysis for automated pulmonary and abdominal examination,"An analyzer for diagnosing a pulmonary and/or abdominal condition of a patient, the analyzer comprising, a pulsed force generator operable to generate and transmit to a target area of the patient at least one preselected output pulsed force, each said output pulsed force being selected to generate at the target area at least one associated vibration or reflected return wave, a sensor assembly for detecting the at least one vibration or reflected return wave at said target area, and converting detected energy thereof into electrical signals, memory containing stored data representative of pre-stored vibration or reflected wave profiles indicative of the presence and/or absence of one or more pulmonary and/or abdominal conditions, a processor containing programme instructions, whereby said processor is operable to, compare data representative of the detected energy of at least a part of the at least one associated vibration or reflected return wave generated with said stored data representative of at least one said pre-stored vibration or reflected wave profiles and, based on the compared data generate an output signal indicative of a potential presence or absence of a pulmonary disease and/or condition in said patient, wherein said processor includes pre-stored software comprising programme instructions operable to compare data representative of an output parameters of said output pulsed force and the data representative of the detected vibration or reflected waves, perform damped harmonic analysis on at least one of said data representative of said output disturbance and said data representative of said detected vibration or reflected waves, and wherein said damped harmonic analysis comprises nonlinear spectral fitting of the detected energy of a plurality of said associated return energy waves detected at the target area, with at least one of Lorentzian curves, Prony's method and Pisarenko method.",A61B,"The analyzer disclosed in this patent claim is designed to diagnose pulmonary and/or abdominal conditions in patients by generating and transmitting pulsed forces to a target area. The analyzer includes a pulsed force generator, a sensor assembly, memory with stored data on different conditions, and a processor with program instructions. The processor compares detected vibrations or reflected waves with stored data profiles to determine the presence or absence of pulmonary disease or conditions. The processor also includes software for analyzing output parameters and detected waves through damped harmonic analysis, utilizing techniques such as Lorentzian curves, Prony's method, and Pisarenko method."
11213208,"A multispectral imaging device in accordance with one embodiment comprises: an illumination unit for emitting LED lighting to the skin for skin illumination; and a detection unit for causing light reflected from the skin to be incident on a camera, wherein the illumination unit is arranged on the outer side of the detection unit, so that a path of the LED lighting emitted from the illumination unit is formed on the outer side of the detection unit, and a path of the light reflected from the skin is formed on the inner side of the detection unit.",Multispectral imaging device,"A multispectral imaging device comprising: an illuminator configured to emit light emitting diode (LED) light for skin illumination to a skin; and a detector configured to allow light reflected from the skin to be incident on a camera, wherein the illuminator is disposed on an outer side of the detector such that a path of the LED light emitted from the illuminator is formed externally to the detector and a path of the light reflected from the skin is formed internally to the detector, wherein the illuminator comprises: an LED substrate on which a plurality of LED light sources is mounted; and a plurality of band-pass filters provided to be in contact with at least a portion of the plurality of LED light sources, wherein the LED substrate is in a ring shape, and wherein the plurality of LED light sources and the plurality of band-pass filters are selectively activated by controlling the plurality of LED light sources to be on or off, and the plurality of LED light sources is controlled to be on or off by an embedded system controlled by a mobile device.",A61B,"The patent application is for a multispectral imaging device that includes an illuminator with LED light sources for skin illumination and a detector that captures light reflected from the skin. The illuminator is positioned outside the detector, allowing the LED light to illuminate the skin externally and the reflected light to be captured internally. The illuminator consists of an LED substrate with multiple LED light sources and band-pass filters in contact with some of the sources. The LED substrate is ring-shaped, and the LED light sources and filters can be selectively activated by controlling the LED sources on or off. This control is achieved through an embedded system controlled by a mobile device."
11213209,"To obtain an absorption distribution from a detected signal with a practical device. Light is applied to a subject, and a photoacoustic signal generated in the subjectA photoacoustic is detected. From the detected photoacoustic signal, a light differential waveform, which is a differential waveform of a temporal waveform of the light applied to the subject, is deconvolved. As a result of this deconvolution, an absorption distribution is obtained.",Device and method for processing photoacoustic signal,"A photoacoustic image generation apparatus comprising: a light source that applies a light to a subject according to a light intensity signal I(t); an ultrasound probe that detects a photoacoustic signal generated in the subject; and a photoacoustic signal processing circuitry that is configured to: obtain a light differential waveform I′(t) by differentiating the light intensity signal I(t) in time according to a formula I′(t)=d/dt I(t), the light differential waveform being a differential waveform of a temporal wave form of light intensity of the light applied to the subject; apply a first Fourier transform to the photoacoustic signal to obtain a Fourier transformed photoacoustic signal; apply a second Fourier transform to the light differential waveform to obtain a Fourier transformed light differential waveform; calculate a reciprocal of the Fourier transformed light differential waveform to obtain an inverse filter; apply the inverse filter to the Fourier transformed photoacoustic signal to obtain a filtered signal; and apply an inverse Fourier transform to the filtered signal to obtain a light absorption distribution of the subject.",A61B,"The photoacoustic image generation apparatus described in the claim comprises a light source that projects light onto a subject based on a light intensity signal I(t), an ultrasound probe that captures a photoacoustic signal generated within the subject, and photoacoustic signal processing circuitry. The circuitry is designed to differentiate the light intensity signal in time to generate a light differential waveform I′(t), apply Fourier transforms to the photoacoustic signal and the light differential waveform, calculate an inverse filter based on the reciprocal of the Fourier transformed light differential waveform, filter the Fourier transformed photoacoustic signal using the inverse filter, and then apply an inverse Fourier transform to obtain a light absorption distribution of the subject."
